name,url,phone,street_address,city,state,postal_code,country,latitude,longitude,currency,low_price,high_price,amenities,image_url,nearestShuttleComment,nearestTransitComment
Bridlewood,https://www.apartments.com/bridlewood-kirkland-wa/rm2dbf1/,2066811326,13210 NE 97th Ave,Kirkland,WA,98034,US,,,USD,,,,,Takes 255.7 mins to the nearest Microsoft shuttle stop at N 34th St & Wallingford Ave N,
Sunnydale,https://www.apartments.com/sunnydale-tukwila-wa/ldh7vrd/,2069446948,15805 40th Pl S,Tukwila,WA,98188,US,,,USD,,,,,Takes 257.1 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Cielo,https://www.apartments.com/cielo-tukwila-wa/hcmqyq1/,2532432684,15830 39th Pl S,Tukwila,WA,98188,US,,,USD,,,,,Takes 258.9 mins to the nearest Microsoft shuttle stop at 4400 42nd Ave SW,
Waterscape at Juanita Village,https://www.apartments.com/waterscape-at-juanita-village-kirkland-wa/3kzphpg/,2063169787,11801 97th Ln NE,Kirkland,WA,98034,US,,,USD,,,,,Takes 260.6 mins to the nearest Microsoft shuttle stop at N 34th St & Wallingford Ave N,
98th Avenue,https://www.apartments.com/98th-avenue-bothell-wa/ve97sng/,4255880352,18307 98th Ave NE,Bothell,WA,98011,US,,,USD,,,,,Takes 264.6 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Six Oaks,https://www.apartments.com/six-oaks-bothell-wa/66nr51s/,8774517769,18333 Bothell Way NE,Bothell,WA,98011,US,,,USD,,,,,Takes 266.7 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
95 Burnett,https://www.apartments.com/95-burnett-renton-wa/z4gt2qy/,2535183843,95 Burnett Ave S,Renton,WA,98057,US,,,USD,,,,,Takes 277.7 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Arterra Woods Apartments,https://www.apartments.com/arterra-woods-apartments-bothell-wa/gsdf96z/,4252170247,9627 NE 195th Cir,Bothell,WA,98011,US,,,USD,,,,,Takes 278 mins to the nearest Microsoft shuttle stop at N 45th St & Bagley Ave N,
Foundry on Fifth,https://www.apartments.com/foundry-on-fifth-renton-wa/4zt731h/,4259709618,200 SW 5th Pl,Renton,WA,98057,US,,,USD,,,,,Takes 278.6 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
Bennett Properties Inc. DBA Villa Bonita,https://www.apartments.com/bennett-properties-inc-dba-villa-bonita-kirkland-wa/d91ey9h/,4254064170,9823 NE 130th Pl,Kirkland,WA,98034,US,,,USD,,,,,Takes 282.4 mins to the nearest Microsoft shuttle stop at N 34th St & Wallingford Ave N,
Metropolitan Collection Apartments,https://www.apartments.com/metropolitan-collection-apartments-renton-wa/yt5pvfv/,2069664846,339 Burnett Ave S,Renton,WA,98057,US,,,USD,,,,,Takes 284.1 mins to the nearest Microsoft shuttle stop at Lenora St & 6th Ave,
